modelo,hidden_dim,num_epochs,lr,weight_decay,decoder,prev_test_loss,new_test_loss,new_test_l1_dist,new_test_opt_gap,model_path
8,128,32,0.0005,5e-05,edge_nodes_emb,0.6785918014390128,0.6785918014390128,6.831295718287316,0.15605540573596954,trained_models_ReLU\model_8_hd128_lr0.0005_ep32_dec_edge_nodes_emb.pt
5,128,32,0.001,0.0001,edge_nodes_emb,0.6757918391908918,0.6757918391908918,8.156861144457782,0.2440079003572464,trained_models_ReLU\model_5_hd128_lr0.001_ep32_dec_edge_nodes_emb.pt
4,128,16,0.0005,5e-05,edge_nodes_emb,0.6887433205332075,0.6887433205332075,8.566760570895028,0.4495507776737213,trained_models_ReLU\model_4_hd128_lr0.0005_ep16_dec_edge_nodes_emb.pt
1,128,16,0.001,0.0001,edge_nodes_emb,0.7033822757857187,0.7033822757857187,8.566797385620918,0.5224162936210632,trained_models_ReLU\model_1_hd128_lr0.001_ep16_dec_edge_nodes_emb.pt
6,128,32,0.001,5e-05,edge_nodes_emb,0.7120772395815168,0.7120772395815168,8.591708149926637,0.6570700407028198,trained_models_ReLU\model_6_hd128_lr0.001_ep32_dec_edge_nodes_emb.pt
2,128,16,0.001,5e-05,edge_nodes_emb,0.7306831189564296,0.7306831189564296,8.61264505802321,0.7171995043754578,trained_models_ReLU\model_2_hd128_lr0.001_ep16_dec_edge_nodes_emb.pt
3,128,16,0.0005,0.0001,edge_nodes_emb,0.70513847555433,0.70513847555433,8.97152567693744,0.8560160398483276,trained_models_ReLU\model_3_hd128_lr0.0005_ep16_dec_edge_nodes_emb.pt
7,128,32,0.0005,0.0001,edge_nodes_emb,0.7408275740487235,0.7408275740487235,9.199946645324797,1.3571977615356445,trained_models_ReLU\model_7_hd128_lr0.0005_ep32_dec_edge_nodes_emb.pt
